id,client,p1,p2,p3,date,type,influencer,referer,clientId,influencerId
1001161,c12,3312,3377,3846,2020-04-25,Order,c47,Pinterest,12,47
1001162,c18,4410,3480,2631,2020-11-28,Order,c42,TikTok,18,42
1001163,c76,3223,3528,3014,2020-02-16,Order,c27,Facebook,76,27
1001164,c76,3002,4379,4457,2020-11-01,Order,c47,Facebook,76,47
1001165,c51,3836,4822,3915,2020-01-10,Order,c50,Pinterest,51,50
1001166,c5,3643,2763,3361,2020-09-17,Order,c10,Twitter,5,10
1001167,c66,4111,4206,4311,2020-09-11,Order,c7,Twitter,66,7
1001168,c51,3345,3691,2514,2020-05-18,Order,c42,TikTok,51,42
1001169,c29,4835,3591,3553,2020-09-05,Order,c15,Instagram,29,15
1001170,c86,2827,2829,2714,2020-07-13,Order,c50,Instagram,86,50
1001171,c78,4874,3843,4308,2020-05-07,Order,c61,TikTok,78,61
1001172,c100,2656,4111,4771,2020-09-23,Order,c55,Instagram,100,55
1001173,c1,3202,2907,3339,2020-05-15,Order,c69,TikTok,1,69
1001174,c60,4492,3486,4180,2020-05-15,Order,c58,Snapchat,60,58
1001175,c86,3787,3714,4712,2020-03-21,Order,c12,Snapchat,86,12
1001176,c75,3058,2994,4283,2020-08-23,Order,c62,Snapchat,75,62
1001177,c93,3157,4561,2674,2020-08-20,Order,c30,Instagram,93,30
1001178,c55,3533,4985,2577,2020-02-13,Order,c25,Facebook,55,25
1001179,c32,4789,3721,4174,2020-09-04,Order,c44,Pinterest,32,44
1001180,c44,4539,4029,4923,2020-03-27,Order,c30,TikTok,44,30
1001181,c87,3059,4896,4489,2020-03-06,Order,c60,Twitter,87,60
1001182,c51,3657,3248,2920,2020-10-23,Order,c22,Youtube,51,22
1001183,c13,3994,4568,4523,2020-11-11,Order,c31,Facebook,13,31
1001184,c71,3169,3372,4648,2020-08-14,Order,c39,Pinterest,71,39
1001185,c60,3755,3460,4161,2020-08-03,Order,c54,Instagram,60,54
1001186,c21,2995,3260,4917,2020-02-14,Order,c50,Facebook,21,50
1001187,c75,2526,3266,3623,2020-02-15,Order,c24,Snapchat,75,24
1001188,c71,4029,4859,3996,2020-12-16,Order,c25,Youtube,71,25
1001189,c66,4932,2796,4383,2020-11-15,Order,c13,Snapchat,66,13
1001190,c27,2897,3143,3880,2020-03-04,Order,c50,Facebook,27,50
1001191,c21,4116,3533,4893,2020-10-05,Order,c37,Twitter,21,37
1001192,c10,3613,3610,3224,2020-07-02,Order,c41,Facebook,10,41
1001193,c83,4085,4245,3233,2020-10-02,Order,c11,Facebook,83,11
1001194,c92,3491,3960,4205,2020-12-25,Order,c12,Twitter,92,12
1001195,c13,3924,4100,4973,2020-10-10,Order,c49,Pinterest,13,49
1001196,c54,4762,4814,4550,2020-12-09,Order,c22,TikTok,54,22
1001197,c57,2678,3300,3699,2020-06-26,Order,c47,Instagram,57,47
1001198,c51,3597,4426,4575,2020-11-13,Order,c31,TikTok,51,31
1001199,c71,4655,3916,2607,2020-05-04,Order,c21,Facebook,71,21
1001200,c94,4066,3318,4055,2020-02-22,Order,c28,Instagram,94,28
1001201,c17,4128,3991,3835,2020-05-18,Order,c48,Twitter,17,48
1001202,c70,3019,3956,3002,2020-10-28,Order,c36,Twitter,70,36
1001203,c64,4883,3392,3539,2020-01-26,Order,c62,Facebook,64,62
1001204,c37,2727,4511,3426,2020-01-01,Order,c15,Facebook,37,15
1001205,c36,2965,3808,3340,2020-09-04,Order,c4,Facebook,36,4
1001206,c32,4249,3489,4127,2020-03-25,Order,c45,Pinterest,32,45
1001207,c3,2876,4686,2626,2020-09-25,Order,c70,Snapchat,3,70
1001208,c65,4716,4860,4246,2020-12-23,Order,c29,Snapchat,65,29
1001209,c68,3608,4943,2505,2020-03-16,Order,c26,Instagram,68,26
1001210,c51,3309,3056,4380,2020-06-28,Order,c13,Instagram,51,13
1001211,c6,4109,2863,3255,2020-02-17,Order,c68,TikTok,6,68
1001212,c99,3269,3693,4994,2020-05-04,Order,c14,Facebook,99,14
1001213,c72,4000,4155,2846,2020-01-27,Order,c24,Instagram,72,24
1001214,c4,4541,4103,4065,2020-05-01,Order,c41,Twitter,4,41
1001215,c49,2931,3046,4747,2020-11-04,Order,c32,Facebook,49,32
1001216,c63,3884,3578,2865,2020-08-28,Order,c57,TikTok,63,57
1001217,c83,2996,3277,4090,2020-04-23,Order,c66,Youtube,83,66
1001218,c5,4140,3165,4856,2020-12-27,Order,c66,Youtube,5,66
1001219,c81,3510,4793,3389,2020-09-05,Order,c40,Youtube,81,40
1001220,c85,3198,3072,4163,2020-06-11,Order,c12,Pinterest,85,12
1001221,c18,3411,4001,4791,2020-01-15,Order,c66,Instagram,18,66
1001222,c25,4876,4521,3824,2020-01-09,Order,c12,Twitter,25,12
1001223,c51,3833,3352,3987,2020-11-29,Order,c11,Instagram,51,11
1001224,c64,3756,3690,4586,2020-09-28,Order,c60,TikTok,64,60
1001225,c74,3192,2508,4326,2020-06-29,Order,c33,Pinterest,74,33
1001226,c78,4139,3043,4955,2020-02-19,Order,c40,TikTok,78,40
1001227,c14,4253,4082,4247,2020-04-19,Order,c13,Pinterest,14,13
1001228,c1,4185,3198,2986,2020-05-10,Order,c5,Twitter,1,5
1001229,c48,4388,4702,3970,2020-08-01,Order,c48,TikTok,48,48
1001230,c86,4512,2936,4579,2020-04-06,Order,c70,Snapchat,86,70
1001231,c67,3140,3195,2661,2020-11-28,Order,c13,Snapchat,67,13
1001232,c9,3519,2819,3446,2020-11-25,Order,c44,Snapchat,9,44
1001233,c78,4892,4736,4210,2020-12-11,Order,c9,Pinterest,78,9
1001234,c98,4831,2710,2777,2020-02-06,Order,c10,Snapchat,98,10
1001235,c37,4429,4068,2727,2020-07-30,Order,c9,Facebook,37,9
1001236,c68,4741,2916,3772,2020-03-01,Order,c60,Instagram,68,60
1001237,c13,4289,4440,4714,2020-02-02,Order,c7,TikTok,13,7
1001238,c74,2786,3265,4400,2020-06-12,Order,c16,TikTok,74,16
1001239,c96,2945,3769,3531,2020-09-28,Order,c2,Twitter,96,2
1001240,c70,4042,3571,3123,2020-07-03,Order,c15,Facebook,70,15
1001241,c6,3151,4477,3213,2020-10-21,Order,c18,Twitter,6,18
1001242,c83,2578,4195,4632,2020-12-03,Order,c15,Facebook,83,15
1001243,c96,2944,4772,4672,2020-04-23,Order,c5,Pinterest,96,5
1001244,c83,3828,2562,4447,2020-09-26,Order,c49,Youtube,83,49
1001245,c22,4408,2572,4813,2020-08-14,Order,c54,Twitter,22,54
1001246,c33,4527,3088,3855,2020-04-18,Order,c34,Instagram,33,34
1001247,c59,4901,4701,3789,2020-02-08,Order,c18,Twitter,59,18
1001248,c48,3812,4817,3536,2020-09-26,Order,c35,Facebook,48,35
1001249,c2,3546,3914,3798,2020-06-22,Order,c55,Instagram,2,55
1001250,c98,3236,2608,3687,2020-02-15,Order,c68,Twitter,98,68
1001251,c78,4869,3894,4534,2020-04-15,Order,c66,Instagram,78,66
1001252,c41,2886,2615,3731,2020-10-24,Order,c23,Snapchat,41,23
1001253,c92,2970,4747,4651,2020-06-29,Order,c67,Instagram,92,67
1001254,c44,2770,4796,4576,2020-08-13,Order,c16,Facebook,44,16
1001255,c99,4756,4412,3045,2020-09-18,Order,c48,Snapchat,99,48
1001256,c53,2969,4913,4491,2020-03-20,Order,c60,TikTok,53,60
1001257,c37,4567,3044,2821,2020-01-25,Order,c30,Snapchat,37,30
1001258,c60,2561,3084,2574,2020-01-03,Order,c22,Pinterest,60,22
1001259,c26,4509,2683,4812,2020-05-17,Order,c62,Snapchat,26,62
1001260,c14,3523,4119,2839,2020-03-22,Order,c52,Pinterest,14,52
1001261,c43,3915,3975,4454,2020-07-03,Order,c25,Facebook,43,25
1001262,c33,3634,3973,4880,2020-06-25,Order,c49,Instagram,33,49
1001263,c42,4142,4159,3291,2020-07-16,Order,c64,Facebook,42,64
1001264,c96,3473,3201,3439,2020-02-15,Order,c15,Twitter,96,15
1001265,c100,4151,3771,3750,2020-08-02,Order,c57,Instagram,100,57
1001266,c47,3033,2864,2776,2020-07-17,Order,c50,Instagram,47,50
1001267,c39,3489,3736,4226,2020-10-24,Order,c23,Instagram,39,23
1001268,c94,4877,3794,3426,2020-07-29,Order,c26,TikTok,94,26
1001269,c45,3842,4675,3205,2020-09-23,Order,c66,Twitter,45,66
1001270,c77,3837,3046,4411,2020-11-02,Order,c48,Twitter,77,48
1001271,c1,4498,3128,3794,2020-09-17,Order,c50,Youtube,1,50
1001272,c18,3076,3690,2962,2020-03-02,Order,c47,Twitter,18,47
1001273,c74,2617,4228,4581,2020-11-07,Order,c28,TikTok,74,28
1001274,c82,3217,3859,3414,2020-02-29,Order,c27,Snapchat,82,27
1001275,c72,3949,2812,3322,2020-12-18,Order,c57,Twitter,72,57
1001276,c48,4460,2957,3373,2020-03-22,Order,c27,Snapchat,48,27
1001277,c97,4471,4250,3821,2020-06-24,Order,c60,Pinterest,97,60
1001278,c16,4035,4954,4659,2020-04-05,Order,c13,TikTok,16,13
1001279,c100,3570,3873,4391,2020-05-14,Order,c42,Instagram,100,42
1001280,c69,4302,3814,3743,2020-01-31,Order,c36,TikTok,69,36
1001281,c28,3995,4455,4900,2020-03-15,Order,c53,TikTok,28,53
1001282,c34,3296,4080,2877,2020-08-20,Order,c55,TikTok,34,55
1001283,c73,3496,3579,4038,2020-06-27,Order,c49,Instagram,73,49
1001284,c2,4360,3214,3396,2020-06-25,Order,c65,Twitter,2,65
1001285,c80,3819,4710,2793,2020-12-16,Order,c44,TikTok,80,44
1001286,c83,3051,3138,4873,2020-05-01,Order,c69,Youtube,83,69
1001287,c30,4430,3127,3404,2020-11-21,Order,c67,Snapchat,30,67
1001288,c7,4443,4783,2886,2020-11-14,Order,c59,Facebook,7,59
1001289,c71,3653,2708,3304,2020-08-27,Order,c12,TikTok,71,12
1001290,c51,2967,4327,4107,2020-09-05,Order,c32,Twitter,51,32
1001291,c97,3903,2982,3272,2020-07-16,Order,c19,TikTok,97,19
1001292,c69,4943,4882,3581,2020-09-24,Order,c63,Instagram,69,63
1001293,c15,2681,4291,4734,2020-04-16,Order,c43,Pinterest,15,43
1001294,c21,4179,3609,4392,2020-05-07,Order,c1,Youtube,21,1
1001295,c66,4854,4198,2548,2020-09-27,Order,c17,Twitter,66,17
1001296,c100,4668,4720,3924,2020-03-28,Order,c25,Facebook,100,25
1001297,c56,3238,3262,2791,2020-01-03,Order,c45,Youtube,56,45
1001298,c68,4018,2848,3500,2020-09-04,Order,c36,Pinterest,68,36
1001299,c25,3712,4978,3653,2020-09-07,Order,c5,Instagram,25,5
1001300,c24,3101,4387,3437,2020-01-24,Order,c2,Snapchat,24,2
1001301,c68,4246,3643,3805,2020-05-13,Order,c48,Twitter,68,48
1001302,c42,4210,4150,4440,2020-08-28,Order,c43,TikTok,42,43
1001303,c9,3022,4904,4313,2020-03-04,Order,c38,TikTok,9,38
1001304,c83,4693,4378,4873,2020-04-29,Order,c64,TikTok,83,64
1001305,c11,2766,4965,4283,2020-05-17,Order,c53,Snapchat,11,53
1001306,c97,4476,2600,4949,2020-05-11,Order,c51,Snapchat,97,51
1001307,c68,3845,2616,3787,2020-08-06,Order,c69,Facebook,68,69
1001308,c45,4643,2914,4907,2020-05-29,Order,c51,Facebook,45,51
1001309,c62,4127,3920,4360,2020-03-15,Order,c1,Twitter,62,1
1001310,c17,4946,4152,4720,2020-06-19,Order,c34,Pinterest,17,34
1001311,c88,3116,4753,4736,2020-02-03,Order,c61,Instagram,88,61
1001312,c66,4033,4870,2629,2020-08-21,Order,c46,Snapchat,66,46
1001313,c79,4144,4770,3151,2020-07-18,Order,c46,Snapchat,79,46
1001314,c52,3979,3303,2668,2020-09-12,Order,c64,Snapchat,52,64
1001315,c93,3659,2893,2862,2020-11-26,Order,c29,Twitter,93,29
1001316,c85,3676,3494,4398,2020-01-23,Order,c3,Instagram,85,3
1001317,c72,3796,2533,3215,2020-02-26,Order,c65,Twitter,72,65
1001318,c3,4252,3258,3975,2020-05-31,Order,c58,Facebook,3,58
1001319,c4,4179,4201,3044,2020-06-21,Order,c58,Youtube,4,58
1001320,c47,4524,3048,3169,2020-09-14,Order,c11,Pinterest,47,11
1001321,c78,4748,3368,3978,2020-06-18,Order,c19,TikTok,78,19
1001322,c100,3110,4082,4521,2020-10-31,Order,c67,Snapchat,100,67
1001323,c84,3021,3101,3289,2020-06-06,Order,c30,Facebook,84,30
1001324,c92,2790,2956,2885,2020-09-06,Order,c21,TikTok,92,21
1001325,c18,2720,4302,3955,2020-09-25,Order,c40,Snapchat,18,40
1001326,c7,4132,3071,3896,2020-04-22,Order,c11,Youtube,7,11
1001327,c57,2797,4492,3054,2020-09-19,Order,c42,Twitter,57,42
1001328,c13,2821,4145,4177,2020-03-20,Order,c65,Youtube,13,65
1001329,c24,4509,3705,4671,2020-03-04,Order,c19,Twitter,24,19
1001330,c13,3539,2787,4103,2020-09-14,Order,c32,TikTok,13,32
1001331,c90,3632,2634,4885,2020-06-28,Order,c25,Youtube,90,25
1001332,c39,2952,4284,3567,2020-07-27,Order,c39,Instagram,39,39
1001333,c54,3492,2978,4734,2020-05-29,Order,c15,Instagram,54,15
1001334,c33,3555,3541,2765,2020-04-12,Order,c24,Instagram,33,24
1001335,c13,3034,3485,4064,2020-06-03,Order,c61,Twitter,13,61
1001336,c17,3980,3223,3622,2020-01-19,Order,c66,Snapchat,17,66
1001337,c41,4417,2764,4303,2020-04-13,Order,c29,Youtube,41,29
1001338,c43,4515,2822,3635,2020-06-20,Order,c48,Snapchat,43,48
1001339,c72,2937,4942,4541,2020-10-16,Order,c46,TikTok,72,46
1001340,c1,2624,4705,2533,2020-04-25,Order,c64,Youtube,1,64
1001341,c35,3705,4921,4727,2020-08-03,Order,c66,Snapchat,35,66
1001342,c75,4513,3919,2500,2020-05-23,Order,c27,Youtube,75,27
1001343,c83,4352,4644,3866,2020-12-16,Order,c3,Facebook,83,3
1001344,c92,3734,3397,3682,2020-08-09,Order,c52,Instagram,92,52
1001345,c24,3975,4324,3786,2020-10-03,Order,c20,Twitter,24,20
1001346,c69,2580,3533,3402,2020-10-01,Order,c24,Twitter,69,24
1001347,c4,2500,3179,2974,2020-11-21,Order,c53,Youtube,4,53
1001348,c60,4282,3349,2902,2020-04-04,Order,c59,Youtube,60,59
1001349,c64,4098,2932,2851,2020-08-23,Order,c53,Snapchat,64,53
1001350,c55,4570,4354,3742,2020-08-22,Order,c12,Instagram,55,12
1001351,c43,2595,3204,4258,2020-07-17,Order,c19,Pinterest,43,19
1001352,c50,4721,3759,4809,2020-07-09,Order,c69,Instagram,50,69
1001353,c65,2700,2958,4868,2020-08-12,Order,c49,Snapchat,65,49
1001354,c17,3778,2559,3532,2020-11-27,Order,c8,Twitter,17,8
1001355,c52,4778,3776,4722,2020-03-25,Order,c45,Instagram,52,45
1001356,c94,4167,2620,4035,2020-07-27,Order,c8,Facebook,94,8
1001357,c1,3252,3698,4364,2020-03-20,Order,c40,Pinterest,1,40
1001358,c11,4990,3596,4539,2020-06-03,Order,c8,Snapchat,11,8
1001359,c86,3481,4784,3878,2020-01-20,Order,c59,Pinterest,86,59
1001360,c23,3017,3254,2805,2020-10-05,Order,c34,Facebook,23,34
1001361,c62,3124,3418,4342,2020-11-27,Order,c38,TikTok,62,38
1001362,c98,4687,4146,4604,2020-05-29,Order,c63,Facebook,98,63
1001363,c47,4605,2869,3805,2020-02-16,Order,c26,Twitter,47,26
1001364,c33,3535,4157,4534,2020-09-09,Order,c50,Twitter,33,50
1001365,c93,4327,4551,4800,2020-11-05,Order,c68,Snapchat,93,68
1001366,c78,3793,4663,4552,2020-07-06,Order,c11,Facebook,78,11
1001367,c3,3625,2825,3141,2020-12-04,Order,c55,Instagram,3,55
1001368,c52,4733,2595,4265,2020-10-03,Order,c69,Twitter,52,69
1001369,c86,2550,3389,3515,2020-10-15,Order,c17,Snapchat,86,17
1001370,c52,3517,4077,3639,2020-01-01,Order,c20,Snapchat,52,20
1001371,c51,3678,3796,3852,2020-10-07,Order,c4,Youtube,51,4
1001372,c28,4696,2834,3154,2020-06-19,Order,c8,Twitter,28,8
1001373,c73,2737,4822,4534,2020-05-06,Order,c28,TikTok,73,28
1001374,c96,4819,2906,3829,2020-12-10,Order,c38,Pinterest,96,38
1001375,c80,2812,3193,4844,2020-07-12,Order,c29,Instagram,80,29
1001376,c59,4048,3329,3223,2020-03-30,Order,c1,Pinterest,59,1
1001377,c23,4240,4037,3927,2020-01-27,Order,c52,Instagram,23,52
1001378,c19,4862,2767,3994,2020-07-13,Order,c17,Snapchat,19,17
1001379,c7,4932,2790,2501,2020-06-12,Order,c56,Youtube,7,56
1001380,c16,3270,4142,4613,2020-02-01,Order,c35,TikTok,16,35
1001381,c88,3974,3968,3233,2020-11-07,Order,c39,Pinterest,88,39
1001382,c19,2540,4860,4694,2020-07-06,Order,c27,Snapchat,19,27
1001383,c57,4394,4198,4297,2020-03-04,Order,c26,TikTok,57,26
1001384,c37,3510,4197,4431,2020-05-04,Order,c40,Twitter,37,40
1001385,c99,2980,4388,3699,2020-04-16,Order,c17,Pinterest,99,17
1001386,c78,3403,2567,4470,2020-08-14,Order,c5,TikTok,78,5
1001387,c27,3599,4134,3602,2020-10-28,Order,c18,Instagram,27,18
1001388,c85,3379,2854,4118,2020-09-18,Order,c11,Twitter,85,11
1001389,c11,3695,4685,4368,2020-08-14,Order,c54,Twitter,11,54
1001390,c8,3652,4625,3790,2020-04-15,Order,c62,Facebook,8,62
1001391,c22,3853,4028,3537,2020-05-28,Order,c1,Snapchat,22,1
1001392,c81,4387,3752,3808,2020-10-25,Order,c34,Twitter,81,34
1001393,c68,3020,2515,3602,2020-12-05,Order,c30,TikTok,68,30
1001394,c76,3531,3656,4906,2020-10-11,Order,c2,Instagram,76,2
1001395,c77,4771,4686,3981,2020-02-07,Order,c6,Snapchat,77,6
1001396,c60,2562,3474,4469,2020-09-28,Order,c46,Pinterest,60,46
1001397,c15,2628,4010,4897,2020-04-24,Order,c58,Twitter,15,58
1001398,c19,4593,2701,3522,2020-04-19,Order,c5,Instagram,19,5
1001399,c52,4881,2988,2644,2020-12-26,Order,c7,Youtube,52,7
1001400,c94,3998,3670,2566,2020-04-19,Order,c30,Pinterest,94,30
1001401,c19,4811,3384,4977,2020-07-03,Order,c61,Twitter,19,61
1001402,c70,3510,2668,2575,2020-03-26,Order,c58,Instagram,70,58
1001403,c45,3475,3914,4591,2020-08-20,Order,c16,Facebook,45,16
1001404,c45,3150,4917,2895,2020-09-26,Order,c66,Instagram,45,66
1001405,c71,2798,3943,3493,2020-02-26,Order,c27,Instagram,71,27
1001406,c60,3556,4470,2951,2020-01-12,Order,c56,Pinterest,60,56
1001407,c35,3476,4559,2799,2020-09-13,Order,c29,Instagram,35,29
1001408,c4,4157,4580,3397,2020-02-17,Order,c22,TikTok,4,22
1001409,c37,3248,4591,2512,2020-07-13,Order,c6,Facebook,37,6
1001410,c22,4908,3484,3324,2020-05-17,Order,c70,Snapchat,22,70
1001411,c12,3412,4897,3498,2020-02-14,Order,c18,Pinterest,12,18
1001412,c37,4153,3924,3871,2020-02-06,Order,c65,Facebook,37,65
1001413,c97,3752,3635,3154,2020-11-26,Order,c66,Twitter,97,66
1001414,c32,4764,2571,4688,2020-12-19,Order,c70,Youtube,32,70
1001415,c96,4935,3569,3120,2020-07-15,Order,c44,TikTok,96,44
1001416,c96,3178,3171,3399,2020-06-03,Order,c19,Facebook,96,19
1001417,c67,2868,2789,3616,2020-02-21,Order,c59,Instagram,67,59
1001418,c17,4662,3645,4709,2020-12-13,Order,c26,Snapchat,17,26
1001419,c39,4544,3762,4470,2020-05-23,Order,c4,Twitter,39,4
1001420,c64,2579,3665,4325,2020-10-02,Order,c43,Instagram,64,43
1001421,c65,2710,4127,2732,2020-05-22,Order,c46,Snapchat,65,46
1001422,c20,3666,3262,3948,2020-03-18,Order,c68,TikTok,20,68
1001423,c60,4695,2943,4909,2020-08-17,Order,c57,Youtube,60,57
1001424,c70,3841,4891,4648,2020-10-04,Order,c24,Twitter,70,24
1001425,c45,4691,4087,3931,2020-02-21,Order,c49,Youtube,45,49
1001426,c5,3423,3400,4790,2020-08-22,Order,c58,Instagram,5,58
1001427,c4,3464,3495,3652,2020-11-25,Order,c29,Snapchat,4,29
1001428,c57,4032,4535,3989,2020-11-29,Order,c3,Pinterest,57,3
1001429,c16,4260,3333,3050,2020-01-22,Order,c53,Twitter,16,53
1001430,c71,4814,4767,4576,2020-04-10,Order,c63,Instagram,71,63
1001431,c72,4852,2673,3046,2020-02-08,Order,c64,Twitter,72,64
1001432,c52,4313,4987,4024,2020-10-07,Order,c20,Snapchat,52,20
1001433,c85,4099,3283,2696,2020-12-07,Order,c29,Twitter,85,29
1001434,c27,4975,2919,3754,2020-10-25,Order,c68,Snapchat,27,68
1001435,c6,2984,2501,4955,2020-01-29,Order,c31,Pinterest,6,31
1001436,c89,2862,2859,3014,2020-08-06,Order,c61,Youtube,89,61
1001437,c68,2612,2788,3603,2020-08-31,Order,c51,Facebook,68,51
1001438,c62,3815,3847,4575,2020-04-03,Order,c51,Pinterest,62,51
1001439,c77,4977,4967,3247,2020-06-12,Order,c15,Facebook,77,15
1001440,c30,2843,3990,3767,2020-08-06,Order,c28,Facebook,30,28
1001441,c10,4911,3197,4496,2020-03-20,Order,c58,Twitter,10,58
1001442,c19,2890,2624,4626,2020-10-11,Order,c16,TikTok,19,16
1001443,c25,4865,3253,3434,2020-09-21,Order,c40,Pinterest,25,40
1001444,c17,2937,3572,2629,2020-01-03,Order,c56,Facebook,17,56
1001445,c32,3053,3448,4127,2020-02-15,Order,c65,Youtube,32,65
1001446,c86,3893,2532,4289,2020-06-19,Order,c9,Snapchat,86,9
1001447,c40,3665,4222,3871,2020-07-31,Order,c62,Twitter,40,62
1001448,c40,3698,4409,3749,2020-10-21,Order,c54,Pinterest,40,54
1001449,c65,2767,3988,3980,2020-08-15,Order,c43,Twitter,65,43
1001450,c48,4747,3706,3013,2020-02-01,Order,c25,Snapchat,48,25
1001451,c21,4384,4001,4991,2020-04-09,Order,c8,TikTok,21,8
1001452,c82,4029,3858,4247,2020-03-19,Order,c66,Pinterest,82,66
1001453,c37,4974,3518,4734,2020-03-12,Order,c6,Snapchat,37,6
1001454,c97,4117,3281,3924,2020-05-03,Order,c7,Twitter,97,7
1001455,c12,3797,3490,4948,2020-11-05,Order,c64,Facebook,12,64
1001456,c42,4097,2802,4438,2020-12-02,Order,c61,Snapchat,42,61
1001457,c75,4704,4471,4662,2020-05-20,Order,c14,Twitter,75,14
1001458,c100,3716,3285,4235,2020-12-04,Order,c35,Pinterest,100,35
1001459,c48,4414,3287,4174,2020-09-28,Order,c4,Youtube,48,4
1001460,c13,4570,3844,3585,2020-08-09,Order,c7,Pinterest,13,7
1001461,c41,4153,3999,3831,2020-02-21,Order,c68,Snapchat,41,68
1001462,c86,2793,4581,2521,2020-08-14,Order,c10,Facebook,86,10
1001463,c93,3062,2564,3125,2020-06-12,Order,c42,TikTok,93,42
1001464,c46,3602,4647,3974,2020-08-01,Order,c59,Facebook,46,59
1001465,c53,3944,4882,3748,2020-12-24,Order,c20,Facebook,53,20
1001466,c69,4227,2684,4519,2020-06-18,Order,c43,TikTok,69,43
1001467,c29,2706,4671,2862,2020-01-24,Order,c31,Facebook,29,31
1001468,c98,2576,3816,3074,2020-08-09,Order,c31,Snapchat,98,31
1001469,c87,3632,3760,4445,2020-04-18,Order,c31,Youtube,87,31
1001470,c93,3461,2859,2520,2020-06-29,Order,c20,TikTok,93,20
1001471,c95,3095,4834,4224,2020-01-17,Order,c30,TikTok,95,30
1001472,c22,2734,2950,4508,2020-05-15,Order,c70,Instagram,22,70
1001473,c18,2862,4071,3058,2020-03-06,Order,c36,Facebook,18,36
1001474,c73,4101,4362,4032,2020-03-21,Order,c30,Twitter,73,30
1001475,c88,4380,3695,3475,2020-09-14,Order,c52,Instagram,88,52
1001476,c55,4315,4795,4484,2020-11-13,Order,c14,Twitter,55,14
1001477,c26,4772,3994,4801,2020-01-04,Order,c19,Pinterest,26,19
1001478,c24,4684,2899,4933,2020-06-25,Order,c34,TikTok,24,34
1001479,c17,4126,3402,2580,2020-08-26,Order,c13,Snapchat,17,13
1001480,c69,3172,2771,4077,2020-08-10,Order,c17,Youtube,69,17
1001481,c42,3913,4973,3273,2020-10-18,Order,c8,Twitter,42,8
1001482,c40,4134,3601,3182,2020-11-13,Order,c16,Pinterest,40,16
1001483,c42,3948,3209,2976,2020-05-13,Order,c68,Snapchat,42,68
1001484,c72,4490,3571,4571,2020-05-30,Order,c70,TikTok,72,70
1001485,c63,4347,3714,3576,2020-08-23,Order,c23,Youtube,63,23
1001486,c35,3705,3487,3490,2020-04-16,Order,c2,Youtube,35,2
1001487,c45,4550,3378,3967,2020-07-22,Order,c34,Pinterest,45,34
1001488,c71,3875,4562,4012,2020-10-23,Order,c52,Twitter,71,52
1001489,c77,4419,3800,4340,2020-05-08,Order,c53,TikTok,77,53
1001490,c33,3428,4906,3198,2020-08-26,Order,c14,TikTok,33,14
1001491,c35,2809,3659,2734,2020-08-01,Order,c18,TikTok,35,18
1001492,c22,2980,4375,4538,2020-11-14,Order,c44,Youtube,22,44
1001493,c14,2904,3277,3269,2020-09-16,Order,c53,Twitter,14,53
1001494,c98,4613,4190,2871,2020-05-07,Order,c39,Twitter,98,39
1001495,c78,3317,3862,4454,2020-01-04,Order,c69,Facebook,78,69
1001496,c100,3882,4760,4385,2020-10-05,Order,c38,Snapchat,100,38
1001497,c54,3187,2828,4348,2020-07-10,Order,c11,Facebook,54,11
1001498,c77,3512,3685,2564,2020-09-25,Order,c45,Youtube,77,45
1001499,c15,3064,4246,2668,2020-09-30,Order,c19,TikTok,15,19
1001500,c59,4214,4178,2942,2020-02-20,Order,c24,Instagram,59,24
1001501,c67,3548,4322,3702,2020-09-06,Order,c22,Instagram,67,22
1001502,c95,3255,3934,4415,2020-02-20,Order,c28,Youtube,95,28
1001503,c11,3068,3525,4809,2020-03-13,Order,c36,Youtube,11,36
1001504,c36,2744,4103,2876,2020-05-01,Order,c6,Snapchat,36,6
1001505,c31,3762,2616,2983,2020-07-01,Order,c10,Snapchat,31,10
1001506,c82,3064,4785,4135,2020-11-19,Order,c6,Facebook,82,6
