id,name,price,wprice
4362,Orange Dye,13.86,10.395
4363,Blue Overalls,74,55.5
4364,Greater Adept's Robe,48.63,36.4725
4365,Soul Shard,47.6,35.7
4366,Disciple's Vest,46.29,34.7175
4367,Disciple's Pants,16,12
4368,Pioneer Tunic,124,93
4369,Pioneer Trousers,1.75,1.3125
4370,Pattern: Blue Linen Vest,85.75,64.3125
4371,Pattern: Red Linen Vest,397,297.75
4372,Pattern: Blue Linen Robe,83.8,62.85
4373,Pattern: Blue Overalls,31,23.25
4374,Pattern: Greater Adept's Robe,90.33,67.7475
4375,Rattlecage Skull,206,154.5
4376,Sacred Burial Trousers,96.6,72.45
4377,The Book of Ur,225,168.75
4378,Runes of Summoning,37.43,28.0725
4379,Egalin's Grimoire,382,286.5
4380,Pure Hearts,132.67,99.5025
4381,Atal'ai Tablet Fragment,88.4,66.3
4382,Atal'ai Tablet,34.88,26.16
4383,Raw Longjaw Mud Snapper,50.33,37.7475
4384,Brilliant Smallfish,19.75,14.8125
4385,Raw Brilliant Smallfish,39.6,29.7
4386,10 Pound Mud Snapper,41.25,30.9375
4387,12 Pound Mud Snapper,14.8,11.1
4388,15 Pound Mud Snapper,28.2,21.15
4389,Sickly Looking Fish,42.3,31.725
4390,Raw Slitherskin Mackerel,20.3,15.225
4391,Message in a Bottle,14.2,10.65
4392,Raw Bristle Whisker Catfish,100.75,75.5625
4393,17 Pound Catfish,80.67,60.5025
4394,19 Pound Catfish,47,35.25
4395,22 Pound Catfish,102.67,77.0025
4396,Dalin's Heart,107.67,80.7525
4397,Comar's Heart,9.38,7.035
4398,Wolfmaster Cape,115.33,86.4975
4399,Steelarrow Crossbow,63.5,47.625
4400,Loch Frenzy Delight,116.5,87.375
4401,Raw Loch Frenzy,50.33,37.7475
4402,Odo's Ley Staff,11.8,8.85
4403,Girdle of the Blindwatcher,9.17,6.8775
4404,Commander's Crest,7.6,5.7
4405,Silverlaine's Family Seal,25.11,18.8325
4406,Baron's Scepter,79.67,59.7525
4407,Robes of Arugal,14.5,10.875
4408,Recipe: Brilliant Smallfish,30.2,22.65
4409,Recipe: Slitherskin Mackerel,35.5,26.625
4410,The Pacifier,35.2,26.4
4411,Recipe: Longjaw Mud Snapper,53.67,40.2525
4412,Recipe: Loch Frenzy Delight,45.5,34.125
4413,Recipe: Bristle Whisker Catfish,209,156.75
4414,Howling Blade,63.5,47.625
4415,Black Pearl Ring,109.75,82.3125
4416,Spikelash Dagger,42.43,31.8225
4417,Grizzled Boots,40,30
4418,Infantry Tunic,383,287.25
4419,Infantry Leggings,337,252.75
4420,Runed Silver Rod,24.43,18.3225
4421,Fenrus' Hide,57.5,43.125
4422,Eerie Stable Lantern,27.89,20.9175
4423,Formula: Enchant Chest - Minor Mana,20,15
4424,Formula: Imbue Chest - Spirit,63.57,47.6775
4425,Formula: Enchant Bracer - Minor Spirit,21.11,15.8325
4426,Formula: Enchant Chest - Lesser Mana,154.67,116.0025
4427,Formula: Enchant Bracer - Minor Strength,70.6,52.95
4428,Formula: Enchant Weapon - Minor Beastslayer,40.67,30.5025
4429,Formula: Enchant 2H Weapon - Lesser Intellect,13.2,9.9
4430,Rough Bronze Boots,10.2,7.65
4431,Dented Crate,17.67,13.2525
4432,Waterlogged Crate,0.67,0.5025
4433,Small Chest,444,333
4434,Small Locked Chest,2.25,1.6875
4435,Sturdy Locked Chest,45.22,33.915
4436,Battered Chest,0.11,0.0825
4437,Sealed Crate,90,67.5
4438,Oily Blackmouth,163.33,122.4975
4439,Firefin Snapper,24.56,18.42
4440,Steelscale Crushfish,27.71,20.7825
4441,Raw Rainbow Fin Albacore,83.17,62.3775
4442,Raw Rockscale Cod,26.33,19.7475
4443,26 Pound Catfish,37.43,28.0725
4444,32 Pound Catfish,45.25,33.9375
4445,Strong Fishing Pole,18,13.5
4446,Darkwood Fishing Pole,176.5,132.375
4447,Big Iron Fishing Pole,79.83,59.8725
4448,Recipe: Rainbow Fin Albacore,207,155.25
4449,Recipe: Rockscale Cod,38.86,29.145
4450,Blackmouth Oil,111,83.25
4451,Fire Oil,39,29.25
4452,Swim Speed Potion,5,3.75
4453,Elixir of Firepower,41.9,31.425
4454,Formula: Enchant Bracer - Lesser Spirit,2,1.5
4455,Formula: Enchant Boots - Minor Agility,110,82.5
4456,Seer's Cape,49.33,36.9975
4457,Inscribed Leather Belt,48.33,36.2475
4458,Inscribed Buckler,3.89,2.9175
4459,Bright Cloak,74.2,55.65
4460,Forest Leather Belt,32.14,24.105
4461,Forest Buckler,71.43,53.5725
4462,Stylish Blue Shirt,33.2,24.9
4463,Stylish Green Shirt,294,220.5
4464,Glimmering Mail Legguards,462,346.5
4465,Glimmering Mail Bracers,21.86,16.395
4466,Glimmering Mail Pauldrons,76.8,57.6
4467,Glimmering Mail Coif,115,86.25
4468,Pattern: Stylish Blue Shirt,58.4,43.8
4469,Pattern: Stylish Green Shirt,51.86,38.895
4470,Belt of Arugal,97.6,73.2
4471,Silver-Thread Gloves,74.33,55.7475
4472,Silver-Thread Boots,10.78,8.085
4473,Silver-Thread Amice,96.8,72.6
4474,Emblazoned Chestpiece,28.4,21.3
4475,Emblazoned Gloves,98.6,73.95
4476,Emblazoned Belt,54,40.5
4477,Emblazoned Shoulders,31.5,23.625
4478,Glimmering Shield,255,191.25
4479,Pattern: Dark Silk Shirt,41,30.75
4480,Mail Combat Leggings,274,205.5
4481,Mail Combat Armguards,57.8,43.35
4482,Mail Combat Spaulders,83.8,62.85
4483,Nightsky Trousers,53,39.75
4484,Nightsky Boots,423,317.25
4485,Nightsky Wristbands,40.57,30.4275
4486,Insignia Gloves,39.38,29.535
4487,Insignia Belt,57.33,42.9975
4488,Insignia Bracers,34.13,25.5975
4489,Chief Brigadier Armor,96,72
4490,Chief Brigadier Boots,97.67,73.2525
4491,Chief Brigadier Bracers,39.75,29.8125
4492,Seal of Sylvanas,2.17,1.6275
4493,Aurora Robe,29,21.75
4494,Aurora Boots,4.75,3.5625
4495,Aurora Cloak,164,123
4496,Aurora Sash,2.38,1.785
4497,Glyphed Mitts,33.33,24.9975
4498,Glyphed Boots,8.75,6.5625
4499,Glyphed Belt,0.8,0.6
4500,Glyphed Helm,6.5,4.875
4501,Blackforge Greaves,25,18.75
4502,Blackforge Cape,114.5,85.875
4503,Blackforge Girdle,94.2,70.65
4504,Blackforge Bracers,49.5,37.125
4505,Mistscape Robe,31,23.25
4506,Mistscape Gloves,62.75,47.0625
4507,Mistscape Wizard Hat,38.33,28.7475
4508,Imperial Leather Breastplate,79.17,59.3775
4509,Imperial Leather Boots,103,77.25
4510,Imperial Cloak,12.29,9.2175
4511,Imperial Leather Helm,68,51
4512,Infused Burning Gem,6.88,5.16
4513,Burning Gem,22.8,17.1
4514,Brainlash,388,291
4515,Shadowstalker Scalp,95.25,71.4375
4516,Oracle Crystal,16.11,12.0825
4517,Deviate Hide,41.2,30.9
4518,Snakeskin Bag,1.78,1.335
4519,Worn Turtle Shell Shield,33.5,25.125
4520,Tail Spike,18.5,13.875
4521,Glowing Lizardscale Cloak,16.8,12.6
4522,Silk Bandage,45,33.75
4523,Heavy Silk Bandage,58.33,43.7475
4524,Anti-Venom,107,80.25
4525,Strong Anti-Venom,449,336.75
4526,Manual: Strong Anti-Venom,40.22,30.165
4527,Oil Covered Fish,52.43,39.3225
4528,Savage Trodders,77.75,58.3125
4529,Cobrahn's Grasp,149,111.75
4530,Slime-Encrusted Pads,51.33,38.4975
4531,Secure Crate,69.86,52.395
4532,Deep Fathom Ring,5.33,3.9975
4533,Wailing Essence,33,24.75
4534,Robe of the Moccasin,111.5,83.625
4535,Deviate Scale Cloak,90,67.5
4536,Deviate Scale Gloves,0.89,0.6675
4537,Deviate Scale Belt,12.8,9.6
4538,Venomstrike,67,50.25
4539,Deviate Scale,101.75,76.3125
4540,Perfect Deviate Scale,1,0.75
4541,Stinging Viper,66.2,49.65
4542,Armor of the Fang,48,36
4543,Pattern: Deviate Scale Cloak,35.11,26.3325
4544,Pattern: Deviate Scale Gloves,117.33,87.9975
4545,Pattern: Deviate Scale Belt,30,22.5
4546,Grassland Sash,23.8,17.85
4547,Rat Stompers,16.7,12.525
4548,Malem Pendant,37.43,28.0725
4549,Slick Deviate Leggings,35.56,26.67
4550,Dagmire Gauntlets,110.67,83.0025
4551,Firewalker Boots,118.75,89.0625
4552,Singed Scale,139.33,104.4975
4553,Vile Familiar Head,3.8,2.85
4554,Simple Tablet,50.44,37.83
4555,Heavy Parchment,23.29,17.4675
4556,Weatherbeaten Parchment,43.43,32.5725
4557,Inscribed Kodo Leather,51,38.25
4558,Inscribed Kodo Leather,48.56,36.42
4559,Inscribed Kodo Leather,55.8,41.85
4560,Violet Scale Armor,54,40.5
4561,Harlequin Robes,36.2,27.15
4562,Wingblade,165.67,124.2525
4563,Crescent Staff,327,245.25
4564,Infantry Boots,34.29,25.7175
4565,Infantry Bracers,10,7.5
4566,Infantry Cloak,88.8,66.6
4567,Infantry Belt,57.17,42.8775
4568,Infantry Gauntlets,27.89,20.9175
4569,Journeyman's Robe,59.71,44.7825
4570,Disciple's Robe,39.44,29.58
4571,Disciple's Sash,238.5,178.875
4572,Disciple's Cloak,13.56,10.17
4573,Disciple's Gloves,248.5,186.375
4574,Imp Summoning Scroll,58,43.5
4575,Pioneer Belt,31.44,23.58
4576,Pioneer Boots,4.67,3.5025
4577,Pioneer Bracers,133.33,99.9975
4578,Pioneer Cloak,37.17,27.8775
4579,Pioneer Gloves,50.4,37.8
4580,Deviate Fish,10.6,7.95
4581,Buckled Harness,53.78,40.335
4582,Studded Leather Harness,36.78,27.585
4583,Grunt's Harness,23.75,17.8125
4584,Battle Harness,35.22,26.415
4585,Ancestral Robe,11.67,8.7525
4586,Spellbinder Robe,80.5,60.375
4587,Shiny Bauble,124,93
4588,Nightcrawlers,61.71,46.2825
4589,Barbaric Cloth Robe,28.9,21.675
4590,Bright Baubles,69.75,52.3125
4591,Aquadynamic Fish Attractor,41.78,31.335
4592,Forged Steel Bars,32.25,24.1875
4593,Tablet of Verga,154,115.5
4594,Willow Vest,322,241.5
4595,Willow Boots,120,90
4596,Willow Robe,43,32.25
4597,Willow Belt,3.83,2.8725
4598,Willow Pants,93.67,70.2525
4599,Willow Gloves,39.29,29.4675
4600,Willow Cape,48.75,36.5625
4601,Willow Bracers,54.89,41.1675
4602,Soldier's Armor,16.43,12.3225
4603,Soldier's Leggings,15.75,11.8125
4604,Soldier's Gauntlets,87.67,65.7525
4605,Soldier's Girdle,95,71.25
4606,Soldier's Cloak,48.33,36.2475
4607,Soldier's Wristguards,0.22,0.165
4608,Soldier's Boots,85.8,64.35
4609,Bard's Tunic,13.3,9.975
4610,Bard's Trousers,36.57,27.4275
4611,Bard's Gloves,53.83,40.3725
4612,Bard's Cloak,51,38.25
4613,Bard's Bracers,62.57,46.9275
4614,Bard's Boots,111,83.25
4615,Bard's Belt,17.33,12.9975
4616,Bard's Buckler,11.6,8.7
4617,Soldier's Shield,25.7,19.275
4618,Seer's Padded Armor,51.75,38.8125
4619,Shimmering Boots,159.33,119.4975
4620,Shimmering Bracers,156.67,117.5025
4621,Shimmering Cloak,441,330.75
4622,Shimmering Gloves,74.5,55.875
4623,Shimmering Amice,7,5.25
4624,Shimmering Armor,56.86,42.645
4625,Shimmering Trousers,97.2,72.9
4626,Shimmering Robe,37,27.75
4627,Shimmering Sash,0.67,0.5025
4628,Scouting Buckler,84.25,63.1875
4629,Defender Shield,41,30.75
4630,Defender Boots,30.25,22.6875
4631,Defender Bracers,8,6
4632,Defender Cloak,33,24.75
4633,Defender Girdle,210.5,157.875
4634,Defender Gauntlets,41.8,31.35
4635,Defender Leggings,5.33,3.9975
4636,Defender Spaulders,28.22,21.165
4637,Defender Tunic,64.86,48.645
4638,Scouting Belt,54.88,41.16
4639,Scouting Boots,11.6,8.7
4640,Scouting Bracers,7.71,5.7825
4641,Scouting Tunic,40.75,30.5625
4642,Scouting Cloak,7.43,5.5725
4643,Scouting Gloves,2,1.5
4644,Scouting Trousers,29.57,22.1775
4645,Scouting Spaulders,1.22,0.915
4646,Battleforge Boots,73.67,55.2525
4647,Battleforge Wristguards,468,351
4648,Battleforge Armor,26.33,19.7475
4649,Battleforge Cloak,40.67,30.5025
4650,Battleforge Girdle,30.5,22.875
4651,Battleforge Gauntlets,23.5,17.625
4652,Battleforge Legguards,62.29,46.7175
4653,Battleforge Shoulderguards,61.33,45.9975
4654,Dervish Buckler,1.44,1.08
4655,Battleforge Shield,23,17.25
4656,Dervish Belt,21.43,16.0725
4657,Dervish Boots,196.5,147.375
4658,Dervish Bracers,38.5,28.875
4659,Dervish Tunic,51,38.25
4660,Dervish Cape,57.5,43.125
4661,Dervish Gloves,5.63,4.2225
4662,Dervish Leggings,94,70.5
4663,Bright Armor,203,152.25
4664,Sage's Cloth,51,38.25
4665,Sage's Robe,58.5,43.875
4666,Sage's Sash,11,8.25
4667,Sage's Boots,121,90.75
4668,Sage's Bracers,148,111
4669,Sage's Cloak,233,174.75
4670,Sage's Gloves,49.5,37.125
4671,Sage's Pants,15.89,11.9175
4672,Sage's Mantle,109,81.75
4673,Sword of Zeal,46.1,34.575
4674,Ken'zigla's Draught,17.13,12.8475
4675,Dirt-Caked Pendant,18.17,13.6275
4676,Dogran's Pendant,60,45
4677,Mutant Scale Breastplate,13.1,9.825
4678,Raven's Claws,25.67,19.2525
4679,Sporid Cape,14.75,11.0625
4680,Seedcloud Buckler,62.86,47.145
4681,Living Root,36.5,27.375
4682,Feyscale Cloak,51.57,38.6775
4683,Butcher's Slicer,82,61.5
4684,Ritual Salve,228,171
4685,Earth Sapta,96.6,72.45
4686,Fire Sapta,495,371.25
4687,Water Sapta,139.67,104.7525
4688,Felstalker Hoof,40.86,30.645
4689,Haunting Blade,47.6,35.7
4690,Phantom Armor,137.67,103.2525
4691,Bloated Smallfish,220,165
4692,Bloated Mud Snapper,1,0.75
4693,Bloated Catfish,17,12.75
4694,Healing Stream Totem Scroll,107.5,80.625
4695,Broken Wine Bottle,32.25,24.1875
4696,Reagent Pouch,37.5,28.125
4697,Torch of the Dormant Flame,22.7,17.025
4698,Torch of the Eternal Flame,15.75,11.8125
4699,Glowing Ember,30.5,22.875
4700,Rough Quartz,244,183
4701,Savory Deviate Delight,13,9.75
4702,Example Collar,38.38,28.785
4703,Scarab Trousers,49.5,37.125
4704,Julie's Dagger,68.86,51.645
4705,Recipe: Savory Deviate Delight,369,276.75
4706,Elixir of Giant Growth,20.11,15.0825
4707,Recipe: Elixir of Giant Growth,24.2,18.15
4708,Voodoo Mantle,71.2,53.4
4709,Hexed Bracers,64,48
4710,Dredge Boots,27.86,20.895
4711,Engineer's Cloak,17.5,13.125
4712,Draftsman Boots,37.25,27.9375
4713,Sacred Band,85.33,63.9975
4714,Panther Armor,50.6,37.95
4715,Juggernaut Leggings,40.2,30.15
4716,Schematic: Flash Bomb,39.63,29.7225
4717,Tempered Bracers,51.5,38.625
4718,Constable Buckler,82.33,61.7475
4719,Spellcrafter Wand,26.71,20.0325
4720,Band of Elven Grace,12.9,9.675
4721,Armor Piercer,159,119.25
4722,Thornspike,49.5,37.125
4723,Death Speaker Robes,41.8,31.35
4724,Snufflenose Command Stick,6.33,4.7475
4725,Death Speaker Mantle,109,81.75
4726,Tusken Helm,25.38,19.035
4727,Corpsemaker,82.5,61.875
4728,Whisperwind Headdress,42.5,31.875
4729,Wind Spirit Staff,49.8,37.35
4730,Ferine Leggings,43.1,32.325
4731,Swinetusk Shank,27.5,20.625
4732,Pronged Reaver,58.75,44.0625
4733,Agamaggan's Clutch,31.22,23.415
4734,Heart of Agamaggan,63.86,47.895
4735,Stygian Bone Amulet,36.9,27.675
4736,Nightstalker Bow,70.5,52.875
4737,Batwing Mantle,30.8,23.1
4738,Moonglow Vest,38.7,29.025
4739,Pattern: Moonglow Vest,52.17,39.1275
4740,Clockwork Box,47.8,35.85
4741,Ripped Pants,50,37.5
4742,Ez-Thro Dynamite,58,43.5
4743,Ruined Jumper Cables,38,28.5
4744,Schematic: EZ-Thro Dynamite,42.17,31.6275
4745,Gaffer Jack,63.8,47.85
4746,Electropeller,4.56,3.42
4747,Windborne Belt,50.67,38.0025
4748,Spirit Hunter Headdress,3,2.25
4749,Chestplate of Kor,33.2,24.9
4750,Beastial Manacles,17,12.75
4751,Medal of Courage,43,32.25
4752,Marbled Buckler,65.29,48.9675
4753,Razzeric's Customized Seatbelt,294,220.5
4754,Razzeric's Racing Grips,469,351.75
4755,Fizzle's Zippy Lighter,8.78,6.585
4756,Ironforge Chain,84.5,63.375
4757,Ironforge Breastplate,187,140.25
4758,Gnomish Mechanic's Gloves,417,312.75
4759,Ironforge Gauntlets,214.5,160.875
4760,Plans: Ironforge Breastplate,92.6,69.45
4761,Dryleaf Pants,41.25,30.9375
4762,Bleeding Crescent,443,332.25
4763,Cliffrunner's Aim,34.78,26.085
4764,Azure Sash,84.75,63.5625
4765,Orcish War Sword,19.44,14.58
4766,Stonefist Girdle,38.17,28.6275
4767,Sustaining Ring,84.67,63.5025
4768,Gloves of Kapelan,53.5,40.125
4769,Swiftrunner Cape,49.5,37.125
4770,Basalt Buckler,33,24.75
4771,Enforcer Pauldrons,52.67,39.5025
4772,Monkey Ring,1.8,1.35
4773,Tiger Band,148.5,111.375
4774,Snake Hoop,24.67,18.5025
4775,Mourning Shawl,107.25,80.4375
4776,Lancer Boots,11.83,8.8725
4777,Feather Charm,31.22,23.415
4778,A Small Container of Gems,56.63,42.4725
4779,Jewelry Box,12.43,9.3225
4780,Jaina's Signet Ring,27.78,20.835
4781,Flayed Demon Skin (old2),79.67,59.7525
4782,Tyranis' Pendant,19.5,14.625
4783,Gelkis Marauder Chain,11,8.25
4784,Uthek's Finger,52.67,39.5025
4785,Tome of Divinity,56.5,42.375
4786,Tome of Valor,23.89,17.9175
4787,Lilac Sash,33.9,25.425
4788,Bartleby's Mug,90.6,67.95
4789,Marshal Haggard's Badge,181.5,136.125
4790,Dead-Tooth's Key,73.33,54.9975
4791,Braced Handguards,4.1,3.075
4792,Powers of the Void,7.5,5.625
4793,Simple Dress,67,50.25
4794,White Woolen Dress,153.67,115.2525
4795,Magram Hunter's Belt,103.5,77.625
4796,Ceremonial Centaur Blanket,56.71,42.5325
4797,Ring of Calm,31.11,23.3325
4798,Hellion Boots,48.5,36.375
4799,Sanguine Pauldrons,47,35.25
4800,Auric Bracers,10.83,8.1225
4801,Stormfire Gauntlets,59.2,44.4
4802,White Swashbuckler's Shirt,138.67,104.0025
4803,Red Swashbuckler's Shirt,275,206.25
4804,Eyepoker,33.83,25.3725
4805,Blasting Hackbut,100.25,75.1875
4806,Vejrek's Head,0.1,0.075
4807,Umbral Ore,82.6,61.95
4808,Baroque Apron,17.33,12.9975
4809,Sword of Omen,53.56,40.17
4810,Prophetic Cane,487,365.25
4811,Windstorm Hammer,114.33,85.7475
4812,Horn of Vorlus,60,45
4813,Dancing Flame,19.5,14.625
4814,Frog Leg Stew,3.5,2.625
4815,Elunite Ore,75.33,56.4975
4816,Elura's Medallion,43.6,32.7
4817,Surena's Choker,83.2,62.4
4818,Aquadynamic Fish Lens,164.5,123.375
4819,Case of Elunite,6.29,4.7175
4820,Box of Supplies,3.75,2.8125
4821,Visionary Buckler,31,23.25
4822,Sword of Serenity,33.5,25.125
4823,Bonebiter,407,305.25
4824,Black Menace,21.25,15.9375
4825,Cloak of Blight,4,3
4826,White Tuxedo Shirt,4,3
4827,Black Tuxedo,30.5,22.875
4828,Black Tuxedo Pants,37.7,28.275
4829,Dress Shoes,122.33,91.7475
4830,Scorched Spider Fang,25.38,19.035
4831,Charred Horn,67.5,50.625
4832,Galvanized Horn,14,10.5
4833,Vial of Phlogiston,45.6,34.2
4834,Furen's Instructions,89.67,67.2525
4835,Cask of Scalder,36.6,27.45
4836,Burning Blood,40.1,30.075
4837,Burning Rock,65.43,49.0725
4838,Defias Script,11.5,8.625
4839,Dark Iron Script,48.5,36.375
4840,Searing Coral,11.3,8.475
4841,Sunscorched Shell,18,13.5
4842,Essence of the Exile,36.8,27.6
4843,Symbol of Life,39.75,29.8125
4844,Spotted Yellowtail,17.4,13.05
4845,Herb Baked Egg,39.6,29.7
4846,Small Egg,44.89,33.6675
4847,Smoked Bear Meat,96,72
4848,Recipe: Smoked Bear Meat,26.43,19.8225
4849,Workshop Key,38.2,28.65
4850,Whirlwind Heart,17.75,13.3125
4851,Jordan's Smithing Hammer,112.25,84.1875
4852,Orb of Soran'ruk,91.5,68.625
4853,Enchanted Gold Bloodrobe,32.5,24.375
4854,Glowing Thresher Cape,2.33,1.7475
4855,Bands of Serra'kis,7,5.25
4856,Gaze Dreamer Pants,66,49.5
4857,Bite of Serra'kis,56.43,42.3225
4858,Reef Axe,161,120.75
4859,Algae Fists,11.33,8.4975
4860,Tortoise Armor,62.38,46.785
4861,Ghamoo-Ra's Bind,157.33,117.9975
4862,Strike of the Hydra,48.44,36.33
4863,Leech Pants,56.71,42.5325
4864,Moss Cinch,38.75,29.0625
4865,Heartswood,248,186
4866,Heartswood Core,16.6,12.45
4867,Soran'ruk Fragment,17.63,13.2225
4868,Large Soran'ruk Fragment,49.4,37.05
4869,Tome of Divinity,206,154.5
4870,Furen's Notes,43.67,32.7525
4871,Big Will's Ear,58.29,43.7175
4872,Bloodstone Choker,11,8.25
4873,Bath'rah's Parchment,181,135.75
4874,Rod of Channeling,40,30
4875,Moldy Tome,29,21.75
4876,Hearthstone,46,34.5
4877,Thick Bear Fur,154.33,115.7475
4878,Verigan's Fist,42.33,31.7475
4879,Elunite Axe,35,26.25
4880,Elunite Sword,128.33,96.2475
4881,Elunite Hammer,76.2,57.15
4882,Elunite Dagger,74,55.5
4883,Furen's Favor,45.78,34.335
4884,Fire Hardened Coif,45.56,34.17
4885,Fire Hardened Hauberk,8.4,6.3
4886,Fire Hardened Leggings,84.25,63.1875
4887,Fire Hardened Gauntlets,14.9,11.175
4888,Whirlwind Axe,160.67,120.5025
4889,Whirlwind Warhammer,114,85.5
4890,Whirlwind Sword,9.29,6.9675
4891,Umbral Axe,22.25,16.6875
4892,Haggard's Axe,36.43,27.3225
4893,Haggard's Dagger,52,39
4894,Umbral Dagger,72.33,54.2475
4895,Umbral Mace,12.11,9.0825
4896,Haggard's Hammer,77,57.75
4897,Umbral Sword,33.9,25.425
4898,Haggard's Sword,40.13,30.0975
4899,Fish Scale,20.17,15.1275
4900,Vial of Hatefury Blood,119,89.25
4901,Lesser Infernal Stone,159,119.25
4902,Smoldering Coal,4.5,3.375
4903,Jordan's Ore Shipment,28.4,21.3
4904,Jordan's Refined Ore Shipment,3,2.25
4905,Whitestone Oak Lumber,9.75,7.3125
4906,Corrupted Kor Gem,55,41.25
4907,Jordan's Weapon Notes,434,325.5
4908,Tattered Manuscript,54,40.5
4909,Nimbus Boots,33.2,24.9
4910,Tome of the Cabal,26.29,19.7175
4911,Heartwood Girdle,2.56,1.92
4912,Gravestone Scepter,164,123
4913,Arctic Buckler,43.2,32.4
4914,Beetle Clasps,34.33,25.7475
4915,Prelacy Cape,54,40.5
4916,Skinning Knife,67,50.25
4917,Reconstructed Tome,23.43,17.5725
4918,Linen Belt,119.67,89.7525
4919,Boots of Darkness,28.38,21.285
4920,Azure Silk Pants,113.33,84.9975
4921,Hands of Darkness,73.17,54.8775
4922,Azure Silk Hood,35.86,26.895
4923,Truefaith Gloves,37.17,27.8775
4924,Silk Headband,33.43,25.0725
4925,Earthen Vest,242,181.5
4926,Azure Silk Belt,1.56,1.17
4927,Azure Silk Cloak,17.17,12.8775
4928,Robe of Power,25.25,18.9375
4929,Crimson Silk Belt,28.44,21.33
4930,Crimson Silk Cloak,69.8,52.35
4931,Green Silken Shoulders,50.43,37.8225
4932,Crimson Silk Vest,61,45.75
4933,Crimson Silk Shoulders,133.33,99.9975
4934,Azure Shoulders,30.75,23.0625
4935,Earthen Silk Belt,57.33,42.9975
4936,Crimson Silk Pantaloons,370,277.5
4937,Crimson Silk Robe,76.33,57.2475
4938,Crimson Silk Gloves,13.5,10.125
4939,Green Silk Armor,27.2,20.4
4940,Elemental Earth,64.8,48.6
4941,Elemental Fire,6.57,4.9275
4942,Elemental Air,18.67,14.0025
4943,Elemental Water,52.6,39.45
4944,Iron Buckle,75.5,56.625
4945,Naga Scale,220,165
4946,Core of Earth,129,96.75
4947,Essence of Earth,29.25,21.9375
4948,Heart of Fire,45.89,34.4175
4949,Essence of Fire,144,108
4950,Globe of Water,51,38.25
4951,Essence of Water,49.75,37.3125
4952,Breath of Wind,55.71,41.7825
4953,Essence of Air,11.17,8.3775
4954,Purified Kor Gem,47.4,35.55
4955,Pattern: Crimson Silk Shoulders,38,28.5
4956,Pattern: Azure Shoulders,61.43,46.0725
4957,Pattern: Earthen Silk Belt,93.4,70.05
4958,Pattern: Crimson Silk Cloak,120.5,90.375
